@relation web_shells

@attribute file_size		    REAL
@attribute IoC      		    REAL
@attribute entropy  		    REAL
@attribute nasty_sig_count      REAL
@attribute sup_nasty_sig_count  REAL
@attribute eval_uses      		REAL
@attribute compression_ratio  	REAL
@attribute longest_word_len  	REAL
@attribute class	            {0, 1}

@data
51962,0.0991138354,5.467366702,51,0,0,0.1825949732,91,1
762,0.04238448512,5.176110577,0,0,0,0.6916010499,92,1
63664,0.02644235325,5.706971029,26,0,1,0.2392875094,727,1
749,0.0429485303,5.160435253,0,0,0,0.6835781041,114,1
685,0.03548469714,5.315717028,0,0,0,0.7197080292,90,1
769,0.04100631231,5.206516745,0,0,0,0.6957087126,31,1
38230,0.04260263091,5.464972218,11,0,0,0.2538582265,89,1
678,0.03579473907,5.337908516,0,0,0,0.7168141593,91,1
769,0.03903879497,5.223436071,0,0,0,0.6957087126,92,1
779,0.04241480245,5.125612717,0,0,0,0.6893453145,31,1
4656,0.03094809157,5.387751214,14,0,1,0.3707044674,39,1
698,0.03642298348,5.292127495,0,0,0,0.7077363897,73,1
20551,0.03431168814,5.292677151,27,0,0,0.3032942436,91,1
279,0.02679147005,5.361862194,0,0,0,0.770609319,29,1
84128,0.02063735549,5.754663921,3,0,0,0.3480291936,84009,1
489,0.06452361226,4.143894742,0,0,0,0.5132924335,346,1
53064,0.01549267012,6.026064434,2,0,0,0.7555593246,52559,1
24753,0.01552753617,6.021883174,0,0,0,0.7586151174,24560,1
749,0.03877183839,5.236577504,1,0,0,0.6929238985,116,1
94,0.01784488675,5.272924456,1,0,1,1.063829787,84,1
742,0.03993656129,5.205230224,0,0,0,0.6886792453,116,1
769,0.04404055592,5.141350107,0,0,0,0.677503251,90,1
942,0.07432351634,5.384210658,0,0,0,0.3779193206,54,1
772,0.04710254498,5.121117705,0,0,0,0.6748704663,81,1
7180,0.03525762428,5.377073025,0,0,0,0.2661559889,91,1
121668,0.05637712172,4.322204561,19,0,0,0.5598020844,113105,1
85801,0.02002919424,5.814953322,1,0,0,0.5602965,70,1
705,0.03567053514,5.321896759,0,0,0,0.7063829787,76,1
17092,0.02023708308,6.178314282,0,0,0,0.3114907559,316,1
159573,0.02666701029,5.789732685,53,0,1,0.2265608844,416,1
749,0.05357589085,5.075470143,0,0,0,0.6862483311,118,1
5121,0.04318278901,5.28470351,4,0,0,0.3009177895,453,1
668,0.03660145975,5.27948797,0,0,0,0.7155688623,100,1
2963,0.03137024427,5.413304818,4,0,0,0.4252446844,78,1
13776,0.03547728657,5.582661476,2,0,0,0.2154471545,416,1
688,0.03575539081,5.331097304,0,0,0,0.7194767442,79,1
749,0.04062814591,5.194022671,0,0,0,0.6809078772,114,1
114318,0.02949472485,6.074146599,28,0,1,0.2548155146,168,1
749,0.03942511584,5.200794898,0,0,0,0.6862483311,118,1
12415,0.03252200999,5.449213272,7,0,0,0.3126057189,416,1
88611,0.07578059122,5.693143551,26,0,3,0.2518874632,1128,1
752,0.04342791172,5.133401909,0,0,0,0.6888297872,104,1
18370,0.124396233,5.462841618,17,0,1,0.256178552,92,1
742,0.0429629953,5.147259447,0,0,0,0.7008086253,114,1
769,0.04312621912,5.158149568,0,0,0,0.6918075423,90,1
675,0.03657105176,5.264352135,0,0,0,0.717037037,100,1
63228,0.01809095352,6.148916484,67,0,0,0.3286993104,160,1
762,0.03917003804,5.2198947,0,0,0,0.6929133858,93,1
3801,0.04820005816,5.418133692,4,0,0,0.4267298079,43,1
8998,0.03045816157,5.466156863,0,0,0,0.2967326072,58,1
759,0.03987679943,5.199263807,0,0,0,0.696969697,105,1
131456,0.03571706851,5.493685301,83,0,2,0.2402096519,422,1
759,0.04187220374,5.212203275,0,0,0,0.7048748353,104,1
8686,0.05676700216,5.575824564,22,0,0,0.3768132627,62,1
99189,0.02676662038,5.605192011,86,0,0,0.2350361431,333,1
130394,0.02532967969,5.842189744,27,0,3,0.3192018038,386,1
759,0.0420355905,5.168965601,0,0,0,0.6930171278,107,1
678,0.03688404945,5.269983585,0,0,0,0.7109144543,93,1
749,0.04292354155,5.18822986,0,0,0,0.699599466,114,1
769,0.04415908106,5.114672864,0,0,0,0.6866059818,89,1
769,0.04036627655,5.207072565,0,0,0,0.6918075423,92,1
11554,0.08508809034,5.182138244,6,0,1,0.2974727367,353,1
51962,0.0991138354,5.467366702,51,0,0,0.1825949732,91,1
695,0.03580121494,5.3012098,0,0,0,0.7237410072,80,1
752,0.04132787489,5.189562784,0,0,0,0.6994680851,107,1
107183,0.08285001548,5.537896878,27,0,3,0.2186260881,784,1
88,0.03369905956,4.731049202,0,0,0,0.875,37,1
101469,0.02706213575,5.98554284,25,0,1,0.2477998206,126,1
749,0.0392573342,5.214055522,0,0,0,0.6982643525,116,1
126885,0.02198688946,5.74427003,0,0,0,0.3219608307,103,1
752,0.03930928974,5.22314998,0,0,0,0.7007978723,103,1
328,0.05418811069,5.320069125,1,0,0,0.6707317073,57,1
769,0.03856469441,5.230166811,0,0,0,0.6905071521,88,1
8987,0.0380864949,5.47731739,6,0,1,0.3266941137,72,1
698,0.03597489034,5.315718472,0,0,0,0.7206303725,76,1
678,0.03589059838,5.317754216,0,0,0,0.7227138643,90,1
5512,0.04778416514,5.611432728,12,0,0,0.3436139332,43,1
34391,0.0321408112,5.481201669,1,0,0,0.1917362101,118,1
678,0.03623482046,5.279647883,0,0,0,0.709439528,90,1
749,0.04667185481,5.113012483,0,0,0,0.6875834446,116,1
762,0.04121183275,5.215022933,0,0,0,0.7007874016,93,1
190502,0.03056664126,5.922322561,41,0,2,0.2949470347,15439,1
705,0.03530786589,5.35143039,0,0,0,0.7177304965,73,1
142739,0.03479245487,5.551689901,98,0,2,0.2343648197,422,1
41885,0.02849953418,5.600900157,45,0,0,0.2725796825,1323,1
779,0.04253030218,5.13753529,0,0,0,0.6829268293,84,1
742,0.04409790805,5.163705811,0,0,0,0.6940700809,115,1
77535,0.03007183102,5.691014943,26,0,3,0.2819113949,1128,1
3195,0.02162113431,5.863480617,3,0,0,0.4450704225,124,1
229103,0.02623596017,5.975845568,141,0,3,0.3552856139,31483,1
779,0.04100570569,5.191054292,0,0,0,0.6944801027,82,1
131592,0.03570657689,5.494253559,94,0,2,0.2401741747,422,1
685,0.03619754984,5.294537048,0,0,0,0.7197080292,92,1
779,0.04240820246,5.167904866,0,0,0,0.6957637997,83,1
8659,0.03769049282,5.79000263,0,0,0,0.3701351195,416,1
769,0.04109097313,5.178804896,0,0,0,0.6905071521,85,1
26361,0.02733146503,5.608289665,1,0,0,0.2807556618,108,1
88607,0.04736189619,5.563259632,34,0,1,0.3018835984,152,1
769,0.03821589185,5.265118437,0,0,0,0.6944083225,92,1
779,0.04482049691,5.153990659,0,0,0,0.6906290116,79,1
772,0.04384992238,5.114802435,0,0,0,0.6904145078,76,1
749,0.03863975497,5.267275659,0,0,0,0.7036048064,113,1
769,0.04302462614,5.161546018,0,0,0,0.6866059818,93,1
1109,0.02347625849,5.49029451,10,0,2,0.5347159603,76,1
769,0.04267582358,5.18518202,0,0,0,0.6879063719,92,1
668,0.03640395371,5.285518277,0,0,0,0.7155688623,101,1
695,0.0364729542,5.292301157,0,0,0,0.7151079137,80,1
98533,0.02374069058,6.016317352,22,0,1,0.2334141861,126,1
668,0.03622440277,5.31395051,0,0,0,0.7215568862,102,1
5512,0.04778416514,5.611432728,12,0,0,0.3436139332,43,1
762,0.04370199454,5.118395115,0,0,0,0.6837270341,90,1
749,0.03917522829,5.204054651,0,0,0,0.6982643525,116,1
769,0.03958401062,5.206184307,0,0,0,0.689206762,86,1
675,0.03576656775,5.301239014,0,0,0,0.7125925926,101,1
769,0.04266227785,5.139340793,0,0,0,0.6918075423,93,1
138630,0.02164772801,5.820247089,55,0,0,0.3801269566,39941,1
759,0.04673904353,5.107072471,0,0,0,0.6864295125,107,1
36755,0.01560175746,6.006086137,2,0,0,0.7598149912,36641,1
131594,0.035706104,5.494253015,94,0,2,0.2401857228,422,1
26180,0.0153387834,6.043212687,13,0,0,0.7545454545,25673,1
131594,0.035706104,5.494253015,94,0,2,0.2401857228,422,1
759,0.0496591474,5.034852917,0,0,0,0.6864295125,105,1
164317,0.03338864594,5.735109298,104,0,3,0.2748346185,422,1
752,0.03974133779,5.224689739,0,0,0,0.7007978723,105,1
74895,0.03006293922,5.485995909,30,0,0,0.2896054476,153,1
211,0.02726246897,5.351517712,0,0,0,0.8483412322,47,1
112002,0.01560545699,6.005267784,2,0,0,0.75671863,111571,1
752,0.03946156897,5.229850501,0,0,0,0.704787234,107,1
752,0.04171742641,5.172837359,0,0,0,0.6928191489,100,1
193,0.02477331606,5.446341717,0,0,0,0.9015544041,35,1
37825,0.03064779717,5.42389606,25,0,0,0.2990614673,193,1
749,0.04134211034,5.191053208,0,0,0,0.691588785,116,1
17659,0.06724546752,5.490928219,3,0,0,0.2635483323,84,1
131446,0.03617812186,5.527365676,97,0,2,0.2441991388,422,1
1124,0.03842814272,5.439016913,8,0,0,0.543594306,50,1
742,0.04232642564,5.155198219,0,0,0,0.6832884097,25,1
117,0.03964043619,4.840709004,0,0,0,0.8461538462,34,1
769,0.03931309601,5.225304146,0,0,0,0.6957087126,85,1
742,0.04489089196,5.128391176,0,0,0,0.6859838275,117,1
223978,0.0218906768,5.928951821,26,0,1,0.3780683817,35873,1
5956,0.02026859156,5.877381605,2,0,0,0.7515110813,5750,1
9757,0.05104170751,5.671598023,4,0,0,0.3260223429,84,1
21397,0.03056820816,5.52949561,21,0,0,0.3144366033,173,1
2455,0.03474405642,5.404414296,3,0,0,0.3788187373,60,1
70657,0.01552861436,6.098414451,8,0,0,0.7199003637,62832,1
81,0.03055555556,4.95504421,2,0,0,1.037037037,24,1
13275,0.0660606365,5.435952223,24,0,0,0.3439548023,66,1
110266,0.01544034866,6.030581713,5,0,0,0.7509839842,107903,1
705,0.03680286912,5.277767045,0,0,0,0.7106382979,67,1
280,0.02680491551,5.360347594,0,0,0,0.7714285714,29,1
160973,0.03710504144,5.727994313,69,0,3,0.275387798,611,1
769,0.03852744365,5.250998665,0,0,0,0.7009102731,89,1
103794,0.02681248748,6.053842024,22,0,1,0.2526928339,126,1
66983,0.02984393946,5.496649607,31,0,0,0.300658376,193,1
9042,0.03845825337,5.212038171,9,0,1,0.2353461624,58,1
147,0.05858585859,2.768077047,1,0,1,1.040816327,18,1
779,0.03905211018,5.236677912,0,0,0,0.6880616175,82,1
460,0.02582172966,5.464457938,0,0,0,0.6456521739,86,1
742,0.04708069157,5.083135494,0,0,0,0.6846361186,114,1
56072,0.02471756994,5.95045312,32,0,0,0.3293800828,1378,1
688,0.03582309333,5.329399001,0,0,0,0.7180232558,79,1
772,0.03940780764,5.226266583,0,0,0,0.6917098446,84,1
769,0.03859855873,5.236460431,1,0,0,0.6814044213,90,1
762,0.04676813559,5.108185946,0,0,0,0.6902887139,92,1
762,0.04070828203,5.194264572,0,0,0,0.6902887139,92,1
779,0.03841191165,5.257811699,0,0,0,0.6996148909,83,1
111696,0.03391094447,5.581923392,34,0,0,0.2159701332,105,1
3801,0.04820005816,5.418133692,4,0,0,0.4267298079,43,1
111696,0.03391094447,5.581923392,34,0,0,0.2159701332,105,1
40999,0.03521639711,5.511991979,20,0,0,0.2241274177,416,1
698,0.03587622763,5.329419543,0,0,0,0.7206303725,71,1
668,0.03626031296,5.278941242,0,0,0,0.7230538922,99,1
25944,0.1608274908,5.637720749,15,0,0,0.2333487512,66,1
759,0.03960912324,5.238972843,0,0,0,0.696969697,106,1
668,0.03630968947,5.289014369,0,0,0,0.7170658683,100,1
772,0.03917259733,5.21737295,0,0,0,0.6968911917,83,1
56135,0.03594245556,5.629103048,25,0,0,0.2191858912,110,1
106513,0.08377599536,5.517507241,25,0,3,0.2154666567,784,1
78239,0.02998514641,5.6923959,27,0,3,0.2829023888,1128,1
772,0.0426369092,5.179485088,0,0,0,0.6917098446,80,1
698,0.03622154711,5.314840469,0,0,0,0.7206303725,70,1
222039,0.02183072679,5.932348401,26,0,1,0.3794603651,35873,1
705,0.03550934881,5.342717498,0,0,0,0.7163120567,70,1
64097,0.02782209638,5.816203439,19,0,1,0.2575939592,125,1
12817,0.02827395868,5.686616466,15,0,1,0.3194975423,91,1
749,0.04192399135,5.181056785,0,0,0,0.6929238985,31,1
139947,0.02051030405,5.802456127,69,0,1,0.3823947637,39947,1
13670,0.03684848425,5.519005766,8,0,0,0.2739575713,167,1
88626,0.02701467607,5.852366725,22,0,1,0.2572157155,126,1
301363,0.02013702795,6.139443998,110,0,2,0.308511662,116026,1
21008,0.01502180791,6.083520661,0,0,0,0.7609482102,137,1
759,0.03909810506,5.226830833,0,0,0,0.6956521739,99,1
44915,0.04369435566,5.560289428,49,0,0,0.2562172993,104,1
31792,0.03024603657,5.506341099,25,0,1,0.2768306492,127,1
749,0.0443014929,5.152788499,0,0,0,0.6929238985,114,1
779,0.03897621035,5.218508259,0,0,0,0.6803594352,86,1
742,0.03928544147,5.224625465,0,0,0,0.704851752,116,1
2475,0.03191886529,5.597560399,3,0,0,0.4096969697,42,1
151476,0.02265115793,5.875880103,103,0,4,0.3528281708,39941,1
675,0.03710737444,5.245569091,0,0,0,0.6992592593,101,1
53629,0.02648483082,5.432473557,32,0,1,0.3364597513,490,1
762,0.04662327853,5.102949868,0,0,0,0.6902887139,91,1
759,0.04692328818,5.129938655,0,0,0,0.6916996047,103,1
12817,0.02827395868,5.686616466,15,0,1,0.3194975423,91,1
74653,0.02956548901,5.768600767,3,0,0,0.26967436,106,1
2800,0.03925636707,5.571982562,2,0,0,0.4121428571,64,1
688,0.03595003554,5.306034423,0,0,0,0.7238372093,77,1
217,0.02952722308,5.318102408,0,0,0,0.8248847926,27,1
96370,0.02684921652,5.602332194,87,0,0,0.2334855245,333,1
88607,0.04736189619,5.563259632,34,0,1,0.3018835984,152,1
779,0.03890031053,5.220550745,0,0,0,0.6854942234,82,1
24678,0.04591166481,5.397233514,0,0,0,0.1172299214,61,1
141242,0.0339501343,5.481640919,85,0,2,0.2101782756,641,1
752,0.03910388985,5.228504975,0,0,0,0.7007978723,106,1
759,0.04116998828,5.193127473,0,0,0,0.6916996047,107,1
64548,0.02767327812,5.822948509,19,0,1,0.2594968086,125,1
19828,0.1197073671,5.533377917,12,0,0,0.2392576155,96,1
53629,0.02648483082,5.432473557,32,0,1,0.3364597513,490,1
1405,0.1198690067,5.437284289,4,0,0,0.4192170819,26,1
37723,0.07384066584,5.528991975,11,0,0,0.2389788723,281,1
18370,0.124396233,5.462841618,17,0,1,0.256178552,92,1
685,0.03615486405,5.288292293,0,0,0,0.7124087591,90,1
675,0.03548521816,5.332408972,0,0,0,0.7259259259,102,1
100,0.03252525253,5.035565426,0,0,0,0.9,35,1
688,0.03593734132,5.327672575,0,0,0,0.7209302326,80,1
685,0.03565117172,5.320335579,0,0,0,0.7182481752,93,1
51543,0.01560048664,6.004090155,4,0,0,0.7582600935,51451,1
779,0.04761229049,5.064394042,0,0,0,0.6777920411,80,1
752,0.03946156897,5.198637518,0,0,0,0.6888297872,107,1
695,0.03644392843,5.27662085,0,0,0,0.7165467626,78,1
4843,0.2184247832,5.520401773,0,0,0,0.2890770184,98,1
13831,0.03012890112,5.415216258,12,0,0,0.3458173668,91,1
35670,0.03345296504,5.391278305,38,0,0,0.275497617,416,1
742,0.0432212607,5.113285716,0,0,0,0.6886792453,115,1
685,0.03615486405,5.312056679,0,0,0,0.7211678832,94,1
752,0.03923846219,5.244126768,0,0,0,0.6968085106,105,1
162010,0.03068992248,5.71731905,100,0,3,0.2706931671,422,1
107566,0.08304544037,5.524351337,31,0,3,0.219065504,784,1
2480,0.1060371638,5.482132021,1,0,0,0.414516129,47,1
769,0.0387509482,5.244811558,0,0,0,0.6944083225,91,1
752,0.03928095872,5.211152188,0,0,0,0.6981382979,106,1
762,0.03942526238,5.240640222,0,0,0,0.7034120735,91,1
150692,0.02896578856,5.781130103,58,0,2,0.2844742919,422,1
70660,0.01557474444,6.011031616,3,0,0,0.7586187376,70402,1
81162,0.02764725165,5.779570336,33,0,0,0.2616125773,8867,1
53740,0.03411775989,5.513434902,7,0,0,0.2548567175,174,1
695,0.03545705223,5.336105259,0,0,0,0.7165467626,79,1
584174,0.03919987346,5.77389499,122,0,3,0.3847449561,116024,1
779,0.03857031129,5.248659854,0,0,0,0.6906290116,80,1
103286,0.027789131,5.921740101,28,0,1,0.2531417617,314,1
33081,0.1381189541,5.445303637,1,0,0,0.2015356247,91,1
7180,0.03525762428,5.377073025,0,0,0,0.2661559889,91,1
24829,0.02140977557,6.007359575,11,0,0,0.4177373233,118,1
742,0.04074045782,5.17264773,0,0,0,0.6900269542,114,1
779,0.05632757045,5.069955999,0,0,0,0.7008985879,79,1
698,0.03617632671,5.315327107,0,0,0,0.723495702,73,1
29155,0.01560968962,6.002824163,2,0,0,0.7585319842,29146,1
685,0.0376061809,5.29334609,0,0,0,0.7109489051,90,1
98937,0.02304505669,6.021283952,22,0,1,0.2368881207,126,1
749,0.04472273191,5.160560275,0,0,0,0.696929239,120,1
5057,0.03781675294,5.225195283,3,0,0,0.2396677872,64,1
658,0.07786614111,5.17718089,0,0,0,0.4376899696,47,1
16114,0.05541162179,5.48819236,65,0,0,0.3668859377,91,1
685,0.03580484057,5.343327378,0,0,0,0.7197080292,94,1
752,0.03859039012,5.266317038,0,0,0,0.7034574468,102,1
82531,0.04538171305,5.317323019,6,0,0,0.2345179387,186,1
15834,0.02701008181,5.588309252,4,0,2,0.2565365669,416,1
668,0.03676754437,5.254815258,0,0,0,0.7110778443,100,1
698,0.03680530148,5.274039673,0,0,0,0.7206303725,72,1
769,0.03946548548,5.210703038,0,0,0,0.6801040312,90,1
685,0.03606095531,5.330026422,0,0,0,0.7182481752,93,1
3865,0.03432768461,5.536605998,1,0,0,0.3836998706,85,1
695,0.03644807497,5.284125555,0,0,0,0.7165467626,77,1
34501,0.03209720701,5.477911906,1,0,0,0.194863917,118,1
2244,0.08120331584,5.586932657,0,0,0,0.4050802139,69,1
759,0.04432995783,5.189609873,0,0,0,0.69828722,106,1
769,0.0401122941,5.216129597,0,0,0,0.6931079324,86,1
705,0.03570680206,5.323524357,0,0,0,0.724822695,74,1
769,0.03927245882,5.208512783,0,0,0,0.6957087126,91,1
27213,0.03260569487,5.322411447,27,0,0,0.2925807518,98,1
698,0.03634076455,5.30256167,0,0,0,0.723495702,73,1
769,0.04278757586,5.161032983,0,0,0,0.689206762,93,1
705,0.03622259832,5.290374778,0,0,0,0.7205673759,74,1
769,0.04366127547,5.145107362,0,0,0,0.6840052016,90,1
772,0.04178343179,5.149334652,0,0,0,0.6878238342,82,1
3924,0.03636308833,5.338202403,0,0,0,0.3200815494,46,1
668,0.03570819381,5.340773195,0,0,0,0.7230538922,100,1
752,0.04308085673,5.172502481,0,0,0,0.6941489362,105,1
64548,0.02767327812,5.822948509,19,0,1,0.2594968086,125,1
742,0.04525828359,5.128279563,0,0,0,0.6900269542,114,1
705,0.03617021277,5.329105657,0,0,0,0.7191489362,73,1
1120,0.1920049789,2.866935268,2,0,0,0.16875,114,1
749,0.04341974683,5.14949278,0,0,0,0.6875834446,114,1
668,0.03600445286,5.341760495,0,0,0,0.7260479042,100,1
160181,0.03063932416,5.718870582,102,0,3,0.2705814048,422,1
158613,0.05163559467,5.65618869,71,0,3,0.2621727097,535,1
759,0.04198692211,5.158491289,0,0,0,0.6864295125,105,1
688,0.03611929183,5.306508005,0,0,0,0.7252906977,75,1
1106,0.1963669986,2.770884892,1,0,0,0.157323689,114,1
759,0.03855580006,5.242059663,0,0,0,0.696969697,107,1
779,0.05801716656,5.048363786,0,0,0,0.676508344,80,1
65120,0.02676817896,5.714045643,28,0,1,0.2413544226,727,1
580,0.02171996903,5.719067059,0,0,0,0.6844827586,97,1
688,0.03600927524,5.318142375,0,0,0,0.7180232558,80,1
86594,0.02634568413,5.984286118,22,0,1,0.2479271081,126,1
31670,0.02145376514,5.924105628,19,0,0,0.3361225134,3924,1
769,0.04155491439,5.181899266,0,0,0,0.6879063719,86,1
